cod_qc,radio_est_pp_km,radio_est_temp_km,n_vecinas_con_r,n_vecinas_r_080,inhomogeneidad,dm_estado
qc00000132,0.0,0.0,2,0,False,pocas_vecinas
qc00000135,70.0,70.0,1,0,False,pocas_vecinas
qc00000150,60.0,60.0,0,0,False,pocas_vecinas
qc00000207,0.0,0.0,3,0,False,pocas_vecinas
qc00000208,0.0,0.0,2,0,False,pocas_vecinas
qc00000211,30.59,30.59,3,1,False,pocas_vecinas
qc00000219,0.0,0.0,2,0,False,pocas_vecinas
qc00000230,0.0,0.0,2,0,False,pocas_vecinas
qc00000231,0.0,0.0,3,0,False,pocas_vecinas
qc00000235,70.0,70.0,1,0,False,pocas_vecinas
qc00000240,12.0,12.0,1,0,False,pocas_vecinas
qc00000241,12.0,12.0,0,0,False,pocas_vecinas
qc00000247,0.0,0.0,4,0,False,pocas_vecinas
qc00000248,0.0,0.0,3,0,False,pocas_vecinas
qc00000250,12.0,12.0,1,0,False,pocas_vecinas
qc00000255,70.0,70.0,0,0,False,pocas_vecinas
qc00000260,12.0,12.0,0,0,False,pocas_vecinas
qc00000278,0.0,0.0,4,0,False,pocas_vecinas
qc00000281,60.0,60.0,0,0,False,pocas_vecinas
qc00000301,70.0,70.0,1,0,False,pocas_vecinas
qc00000304,0.0,0.0,2,0,False,pocas_vecinas
qc00000310,60.0,60.0,1,0,False,pocas_vecinas
qc00000320,70.0,70.0,1,0,False,pocas_vecinas
qc00000322,32.76,32.76,4,2,True,evaluado
qc00000325,70.0,70.0,1,0,False,pocas_vecinas
qc00000332,0.0,0.0,2,0,False,pocas_vecinas
qc00000333,70.0,70.0,1,0,False,pocas_vecinas
qc00000340,70.0,70.0,0,0,False,pocas_vecinas
qc00000341,15.0,15.0,0,0,False,pocas_vecinas
qc00000349,12.0,12.0,1,0,False,pocas_vecinas
qc00000352,12.0,12.0,0,0,False,pocas_vecinas
qc00000353,12.0,12.0,0,0,False,pocas_vecinas
qc00000369,15.0,15.0,1,0,False,pocas_vecinas
qc00000370,12.0,12.0,0,0,False,pocas_vecinas
qc00000373,12.0,12.0,0,0,False,pocas_vecinas
qc00000374,12.0,12.0,0,0,False,pocas_vecinas
qc00000383,0.0,0.0,2,0,False,pocas_vecinas
qc00000385,60.0,60.0,1,0,False,pocas_vecinas
qc00000390,60.0,60.0,0,0,False,pocas_vecinas
qc00000393,15.0,15.0,1,0,False,pocas_vecinas
qc00000395,15.0,15.0,0,0,False,pocas_vecinas
qc00000404,30.0,30.0,1,0,False,pocas_vecinas
qc00000435,60.0,60.0,0,0,False,pocas_vecinas
qc00000441,12.0,12.0,0,0,False,pocas_vecinas
qc00000457,30.0,30.0,1,0,False,pocas_vecinas
qc00000459,40.0,40.0,0,0,False,pocas_vecinas
qc00000468,35.0,35.0,0,0,False,pocas_vecinas
qc00000469,35.0,35.0,0,0,False,pocas_vecinas
qc00000477,10.0,10.0,0,0,False,pocas_vecinas
qc00000501,0.0,0.0,2,0,False,pocas_vecinas
qc00000503,10.0,10.0,0,0,False,pocas_vecinas
qc00000534,0.0,0.0,2,0,False,pocas_vecinas
qc00000536,0.0,0.0,3,0,False,pocas_vecinas
qc00000539,60.0,60.0,1,0,False,pocas_vecinas
qc00000541,12.0,12.0,1,0,False,pocas_vecinas
qc00000542,12.0,12.0,0,0,False,pocas_vecinas
qc00000543,60.0,60.0,0,0,False,pocas_vecinas
qc00000546,60.0,60.0,0,0,False,pocas_vecinas
qc00000547,12.0,12.0,0,0,False,pocas_vecinas
qc00000552,10.0,10.0,0,0,False,pocas_vecinas
qc00000607,20.0,20.0,0,0,False,pocas_vecinas
qc00000608,10.0,10.0,1,0,False,pocas_vecinas
qc00000616,60.0,60.0,0,0,False,pocas_vecinas
qc00000618,60.0,60.0,0,0,False,pocas_vecinas
qc00000625,10.0,10.0,0,0,False,pocas_vecinas
qc00000635,0.0,0.0,2,0,False,pocas_vecinas
qc00000638,60.0,60.0,0,0,False,pocas_vecinas
qc00000640,70.0,70.0,0,0,False,pocas_vecinas
qc00000647,10.0,10.0,0,0,False,pocas_vecinas
qc00000650,70.0,70.0,1,0,False,pocas_vecinas
qc00000659,10.0,10.0,0,0,False,pocas_vecinas
qc00000677,20.0,20.0,0,0,False,pocas_vecinas
qc00000686,0.0,0.0,3,0,False,pocas_vecinas
qc00000687,0.0,0.0,2,0,False,pocas_vecinas
qc00000690,20.0,20.0,1,0,False,pocas_vecinas
qc00000698,70.0,70.0,0,0,False,pocas_vecinas
qc00000700,70.0,70.0,1,0,False,pocas_vecinas
qc00000708,20.0,20.0,0,0,False,pocas_vecinas
qc00000727,70.0,70.0,1,0,False,pocas_vecinas
qc00000730,70.0,70.0,1,0,False,pocas_vecinas
qc00000736,30.0,30.0,1,0,False,pocas_vecinas
qc00000743,30.0,30.0,1,0,False,pocas_vecinas
qc00000745,0.0,0.0,2,0,False,pocas_vecinas
qc00000749,30.0,30.0,1,0,False,pocas_vecinas
qc00000754,20.0,20.0,1,0,False,pocas_vecinas
qc00000755,30.0,30.0,1,0,False,pocas_vecinas
qc00000758,0.0,0.0,2,0,False,pocas_vecinas
qc00000762,20.0,20.0,0,0,False,pocas_vecinas
qc00000764,20.0,20.0,1,0,False,pocas_vecinas
qc00000765,30.0,30.0,1,0,False,pocas_vecinas
qc00000778,0.0,0.0,4,0,False,pocas_vecinas
qc00000780,0.0,0.0,3,0,False,pocas_vecinas
qc00000781,0.0,0.0,4,0,False,pocas_vecinas
qc00000783,0.0,0.0,2,0,False,pocas_vecinas
qc00000785,0.0,0.0,2,0,False,pocas_vecinas
qc00000786,0.0,0.0,2,0,False,pocas_vecinas
qc00000787,20.0,20.0,0,0,False,pocas_vecinas
qc00000788,20.0,20.0,1,0,False,pocas_vecinas
qc00000791,70.0,70.0,1,0,False,pocas_vecinas
qc00000801,30.0,30.0,3,2,True,evaluado
qc00000803,0.0,0.0,2,0,False,pocas_vecinas
qc00000804,30.0,30.0,1,0,False,pocas_vecinas
qc00000805,30.0,30.0,1,0,False,pocas_vecinas
qc00000806,30.0,30.0,1,0,False,pocas_vecinas
qc00000807,0.0,0.0,2,0,False,pocas_vecinas
qc00000809,20.0,20.0,3,1,False,pocas_vecinas
qc00000815,20.0,20.0,1,0,False,pocas_vecinas
qc00000818,0.0,0.0,2,0,False,pocas_vecinas
qc00000822,20.0,20.0,1,0,False,pocas_vecinas
qc00000823,20.0,20.0,1,0,False,pocas_vecinas
qc00000826,20.0,20.0,0,0,False,pocas_vecinas
qc00000827,20.0,20.0,0,0,False,pocas_vecinas
qc00000830,70.0,70.0,0,0,False,pocas_vecinas
qc00000833,70.0,70.0,0,0,False,pocas_vecinas
qc00000837,70.0,70.0,0,0,False,pocas_vecinas
qc00000839,30.0,30.0,0,0,False,pocas_vecinas
qc00000840,0.0,0.0,2,0,False,pocas_vecinas
qc00000844,20.0,20.0,1,1,False,pocas_vecinas
qc00000846,0.0,0.0,2,0,False,pocas_vecinas
qc00000847,30.0,30.0,0,0,False,pocas_vecinas
qc00000849,0.0,0.0,2,0,False,pocas_vecinas
qc00000851,30.0,30.0,0,0,False,pocas_vecinas
qc00000853,70.0,70.0,0,0,False,pocas_vecinas
qc00000860,0.0,0.0,2,0,False,pocas_vecinas
qc00000864,30.0,30.0,2,2,False,evaluado
qc00000875,0.0,0.0,2,0,False,pocas_vecinas
qc00000877,30.0,30.0,0,0,False,pocas_vecinas
qc00000879,0.0,0.0,2,0,False,pocas_vecinas
qc00000880,20.0,20.0,1,0,False,pocas_vecinas
qc00000881,20.0,20.0,0,0,False,pocas_vecinas
qc00000882,20.0,20.0,0,0,False,pocas_vecinas
qc00000883,20.0,20.0,1,0,False,pocas_vecinas
qc00000901,0.0,0.0,2,0,False,pocas_vecinas
qc00003308,60.0,60.0,4,4,False,evaluado
qc00003317,0.0,0.0,3,0,False,pocas_vecinas
qc00006200,10.0,10.0,0,0,False,pocas_vecinas
qc00007308,30.0,30.0,2,1,False,pocas_vecinas
qc00007415,20.0,20.0,1,0,False,pocas_vecinas
qc00100015,12.0,12.0,0,0,False,sin_datos
qc00100016,30.0,30.0,0,0,False,sin_datos
qc00100019,60.0,60.0,0,0,False,sin_datos
qc00100020,30.0,30.0,0,0,False,sin_datos
qc00100021,20.0,20.0,0,0,False,sin_datos
qc00100024,20.0,20.0,0,0,False,sin_datos
qc00100025,12.0,12.0,0,0,False,sin_datos
qc00100028,70.0,70.0,0,0,False,sin_datos
qc00100030,35.0,35.0,0,0,False,sin_datos
qc00100034,60.0,60.0,0,0,False,sin_datos
qc00100037,15.0,15.0,0,0,False,sin_datos
qc00100043,70.0,70.0,0,0,False,sin_datos
qc00100044,20.0,20.0,0,0,False,sin_datos
qc00100046,70.0,70.0,0,0,False,sin_datos
qc00100055,20.0,20.0,0,0,False,sin_datos
qc00100059,30.0,30.0,0,0,False,sin_datos
qc00100065,20.0,20.0,0,0,False,sin_datos
qc00100072,70.0,70.0,0,0,False,sin_datos
qc00100080,60.0,60.0,0,0,False,sin_datos
qc00100081,20.0,20.0,0,0,False,sin_datos
qc00100088,20.0,20.0,0,0,False,sin_datos
qc00100090,70.0,70.0,0,0,False,sin_datos
qc00100092,15.0,15.0,0,0,False,sin_datos
qc00100100,20.0,20.0,0,0,False,sin_datos
qc00100101,20.0,20.0,0,0,False,sin_datos
qc00100104,60.0,60.0,0,0,False,sin_datos
qc00100109,60.0,60.0,0,0,False,sin_datos
qc00100110,20.0,20.0,0,0,False,sin_datos
qc00100114,35.0,35.0,0,0,False,sin_datos
qc00100119,10.0,10.0,0,0,False,sin_datos
qc00100120,10.0,10.0,0,0,False,sin_datos
qc00100121,40.0,40.0,0,0,False,sin_datos
qc00100126,70.0,70.0,0,0,False,sin_datos
qc00100127,20.0,20.0,0,0,False,sin_datos
qc00100132,60.0,60.0,0,0,False,sin_datos
qc00100136,70.0,70.0,0,0,False,sin_datos
qc00100137,60.0,60.0,0,0,False,sin_datos
qc00100138,60.0,60.0,0,0,False,sin_datos
qc00100142,30.0,30.0,0,0,False,sin_datos
qc00100150,30.0,30.0,0,0,False,sin_datos
qc00102006,60.0,60.0,0,0,False,sin_datos
qc00103008,70.0,70.0,0,0,False,sin_datos
qc00103009,60.0,60.0,0,0,False,sin_datos
qc00103012,60.0,60.0,0,0,False,sin_datos
qc00103013,60.0,60.0,0,0,False,sin_datos
qc00103014,60.0,60.0,0,0,False,sin_datos
qc00103015,60.0,60.0,0,0,False,sin_datos
qc00103023,60.0,60.0,0,0,False,sin_datos
qc00103024,60.0,60.0,0,0,False,sin_datos
qc00103031,60.0,60.0,0,0,False,sin_datos
qc00103036,70.0,70.0,0,0,False,sin_datos
qc00103038,70.0,70.0,0,0,False,sin_datos
qc00103040,70.0,70.0,0,0,False,sin_datos
qc00103041,70.0,70.0,0,0,False,sin_datos
qc00103042,70.0,70.0,0,0,False,sin_datos
qc00103043,70.0,70.0,0,0,False,sin_datos
qc00103044,60.0,60.0,0,0,False,sin_datos
qc00103046,60.0,60.0,0,0,False,sin_datos
qc00103049,60.0,60.0,0,0,False,sin_datos
qc00103052,60.0,60.0,0,0,False,sin_datos
qc00103054,60.0,60.0,0,0,False,sin_datos
qc00103057,60.0,60.0,0,0,False,sin_datos
qc00103065,60.0,60.0,0,0,False,sin_datos
qc00103068,70.0,70.0,0,0,False,sin_datos
qc00104010,60.0,60.0,0,0,False,sin_datos
qc00104014,70.0,70.0,0,0,False,sin_datos
qc00104016,70.0,70.0,0,0,False,sin_datos
qc00104019,15.0,15.0,0,0,False,sin_datos
qc00104044,70.0,70.0,0,0,False,sin_datos
qc00104056,60.0,60.0,0,0,False,sin_datos
qc00104057,60.0,60.0,0,0,False,sin_datos
qc00104060,60.0,60.0,0,0,False,sin_datos
qc00104061,60.0,60.0,0,0,False,sin_datos
qc00104065,60.0,60.0,0,0,False,sin_datos
qc00104067,60.0,60.0,0,0,False,sin_datos
qc00104071,60.0,60.0,0,0,False,sin_datos
qc00104079,70.0,70.0,0,0,False,sin_datos
qc00104080,70.0,70.0,0,0,False,sin_datos
qc00104084,70.0,70.0,0,0,False,sin_datos
qc00104090,70.0,70.0,0,0,False,sin_datos
qc00104098,60.0,60.0,0,0,False,sin_datos
qc00104112,60.0,60.0,0,0,False,sin_datos
qc00104113,70.0,70.0,0,0,False,sin_datos
qc00105012,70.0,70.0,0,0,False,sin_datos
qc00105013,70.0,70.0,0,0,False,sin_datos
qc00105015,70.0,70.0,0,0,False,sin_datos
qc00105016,15.0,15.0,0,0,False,sin_datos
qc00105022,12.0,12.0,0,0,False,sin_datos
qc00105023,12.0,12.0,0,0,False,sin_datos
qc00105024,12.0,12.0,0,0,False,sin_datos
qc00105040,35.0,35.0,0,0,False,sin_datos
qc00105042,35.0,35.0,0,0,False,sin_datos
qc00105046,35.0,35.0,0,0,False,sin_datos
qc00105053,12.0,12.0,0,0,False,sin_datos
qc00105055,12.0,12.0,0,0,False,sin_datos
qc00105056,12.0,12.0,0,0,False,sin_datos
qc00105057,12.0,12.0,0,0,False,sin_datos
qc00105058,12.0,12.0,0,0,False,sin_datos
qc00105062,12.0,12.0,0,0,False,sin_datos
qc00105063,70.0,70.0,0,0,False,sin_datos
qc00105064,15.0,15.0,0,0,False,sin_datos
qc00105065,12.0,12.0,0,0,False,sin_datos
qc00105067,12.0,12.0,0,0,False,sin_datos
qc00105068,35.0,35.0,0,0,False,sin_datos
qc00105070,70.0,70.0,0,0,False,sin_datos
qc00105074,12.0,12.0,0,0,False,sin_datos
qc00105075,60.0,60.0,0,0,False,sin_datos
qc00105076,70.0,70.0,0,0,False,sin_datos
qc00105078,60.0,60.0,0,0,False,sin_datos
qc00105079,35.0,35.0,0,0,False,sin_datos
qc00105090,60.0,60.0,0,0,False,sin_datos
qc00105091,60.0,60.0,0,0,False,sin_datos
qc00105092,60.0,60.0,0,0,False,sin_datos
qc00105095,60.0,60.0,0,0,False,sin_datos
qc00105100,70.0,70.0,0,0,False,sin_datos
qc00105103,35.0,35.0,0,0,False,sin_datos
qc00105104,60.0,60.0,0,0,False,sin_datos
qc00105105,70.0,70.0,0,0,False,sin_datos
qc00105106,70.0,70.0,0,0,False,sin_datos
qc00105112,70.0,70.0,0,0,False,sin_datos
qc00105120,70.0,70.0,0,0,False,sin_datos
qc00105121,70.0,70.0,0,0,False,sin_datos
qc00105122,70.0,70.0,0,0,False,sin_datos
qc00105136,12.0,12.0,0,0,False,sin_datos
qc00105142,12.0,12.0,0,0,False,sin_datos
qc00105143,70.0,70.0,0,0,False,sin_datos
qc00105144,70.0,70.0,0,0,False,sin_datos
qc00106013,35.0,35.0,0,0,False,sin_datos
qc00106014,35.0,35.0,0,0,False,sin_datos
qc00106016,35.0,35.0,0,0,False,sin_datos
qc00106019,15.0,15.0,0,0,False,sin_datos
qc00106022,15.0,15.0,0,0,False,sin_datos
qc00106032,60.0,60.0,0,0,False,sin_datos
qc00106034,12.0,12.0,0,0,False,sin_datos
qc00106036,70.0,70.0,0,0,False,sin_datos
qc00106037,15.0,15.0,0,0,False,sin_datos
qc00106038,15.0,15.0,0,0,False,sin_datos
qc00106039,15.0,15.0,0,0,False,sin_datos
qc00106040,60.0,60.0,0,0,False,sin_datos
qc00106042,70.0,70.0,0,0,False,sin_datos
qc00106043,60.0,60.0,0,0,False,sin_datos
qc00106046,70.0,70.0,0,0,False,sin_datos
qc00106047,70.0,70.0,0,0,False,sin_datos
qc00106049,70.0,70.0,0,0,False,sin_datos
qc00106053,15.0,15.0,0,0,False,sin_datos
qc00106054,15.0,15.0,0,0,False,sin_datos
qc00106056,15.0,15.0,0,0,False,sin_datos
qc00106057,12.0,12.0,0,0,False,sin_datos
qc00106058,12.0,12.0,0,0,False,sin_datos
qc00106060,12.0,12.0,0,0,False,sin_datos
qc00106061,15.0,15.0,0,0,False,sin_datos
qc00106065,12.0,12.0,0,0,False,sin_datos
qc00106067,12.0,12.0,0,0,False,sin_datos
qc00106068,15.0,15.0,0,0,False,sin_datos
qc00106077,15.0,15.0,0,0,False,sin_datos
qc00106083,35.0,35.0,0,0,False,sin_datos
qc00106084,12.0,12.0,0,0,False,sin_datos
qc00106088,35.0,35.0,0,0,False,sin_datos
qc00106091,60.0,60.0,0,0,False,sin_datos
qc00106092,60.0,60.0,0,0,False,sin_datos
qc00106094,60.0,60.0,0,0,False,sin_datos
qc00106095,60.0,60.0,0,0,False,sin_datos
qc00106096,60.0,60.0,0,0,False,sin_datos
qc00106098,60.0,60.0,0,0,False,sin_datos
qc00106101,60.0,60.0,0,0,False,sin_datos
qc00106108,70.0,70.0,0,0,False,sin_datos
qc00106109,70.0,70.0,0,0,False,sin_datos
qc00106110,60.0,60.0,0,0,False,sin_datos
qc00106112,60.0,60.0,0,0,False,sin_datos
qc00106115,60.0,60.0,0,0,False,sin_datos
qc00106119,60.0,60.0,0,0,False,sin_datos
qc00106120,70.0,70.0,0,0,False,sin_datos
qc00106121,35.0,35.0,0,0,False,sin_datos
qc00106122,70.0,70.0,0,0,False,sin_datos
qc00106138,70.0,70.0,0,0,False,sin_datos
qc00106140,70.0,70.0,0,0,False,sin_datos
qc00106144,35.0,35.0,0,0,False,sin_datos
qc00106145,60.0,60.0,0,0,False,sin_datos
qc00107002,15.0,15.0,0,0,False,sin_datos
qc00107005,15.0,15.0,0,0,False,sin_datos
qc00107006,12.0,12.0,0,0,False,sin_datos
qc00107008,12.0,12.0,0,0,False,sin_datos
qc00107009,12.0,12.0,0,0,False,sin_datos
qc00107010,60.0,60.0,0,0,False,sin_datos
qc00107012,60.0,60.0,0,0,False,sin_datos
qc00107013,60.0,60.0,0,0,False,sin_datos
qc00107016,12.0,12.0,0,0,False,sin_datos
qc00107018,15.0,15.0,0,0,False,sin_datos
qc00107028,12.0,12.0,0,0,False,sin_datos
qc00107033,12.0,12.0,0,0,False,sin_datos
qc00107035,12.0,12.0,0,0,False,sin_datos
qc00107036,15.0,15.0,0,0,False,sin_datos
qc00107037,12.0,12.0,0,0,False,sin_datos
qc00107038,12.0,12.0,0,0,False,sin_datos
qc00107052,15.0,15.0,0,0,False,sin_datos
qc00107054,15.0,15.0,0,0,False,sin_datos
qc00107057,15.0,15.0,0,0,False,sin_datos
qc00107059,15.0,15.0,0,0,False,sin_datos
qc00107068,12.0,12.0,0,0,False,sin_datos
qc00107069,60.0,60.0,0,0,False,sin_datos
qc00107089,60.0,60.0,0,0,False,sin_datos
qc00107091,60.0,60.0,0,0,False,sin_datos
qc00107092,12.0,12.0,0,0,False,sin_datos
qc00107093,12.0,12.0,0,0,False,sin_datos
qc00107095,60.0,60.0,0,0,False,sin_datos
qc00107101,60.0,60.0,0,0,False,sin_datos
qc00107130,12.0,12.0,0,0,False,sin_datos
qc00107131,15.0,15.0,0,0,False,sin_datos
qc00107142,60.0,60.0,0,0,False,sin_datos
qc00107143,15.0,15.0,0,0,False,sin_datos
qc00108001,15.0,15.0,0,0,False,sin_datos
qc00108007,70.0,70.0,0,0,False,sin_datos
qc00108017,10.0,10.0,0,0,False,sin_datos
qc00108021,40.0,40.0,0,0,False,sin_datos
qc00108025,30.0,30.0,0,0,False,sin_datos
qc00108027,40.0,40.0,0,0,False,sin_datos
qc00108028,40.0,40.0,0,0,False,sin_datos
qc00108033,60.0,60.0,0,0,False,sin_datos
qc00108034,40.0,40.0,0,0,False,sin_datos
qc00108043,15.0,15.0,0,0,False,sin_datos
qc00108044,15.0,15.0,0,0,False,sin_datos
qc00108045,15.0,15.0,0,0,False,sin_datos
qc00108046,15.0,15.0,0,0,False,sin_datos
qc00108048,15.0,15.0,0,0,False,sin_datos
qc00108068,70.0,70.0,0,0,False,sin_datos
qc00108103,10.0,10.0,0,0,False,sin_datos
qc00109003,30.0,30.0,0,0,False,sin_datos
qc00109014,60.0,60.0,0,0,False,sin_datos
qc00109016,12.0,12.0,0,0,False,sin_datos
qc00109017,12.0,12.0,0,0,False,sin_datos
qc00109018,12.0,12.0,0,0,False,sin_datos
qc00109022,10.0,10.0,0,0,False,sin_datos
qc00109027,35.0,35.0,0,0,False,sin_datos
qc00109028,35.0,35.0,0,0,False,sin_datos
qc00109032,40.0,40.0,0,0,False,sin_datos
qc00109038,12.0,12.0,0,0,False,sin_datos
qc00109046,12.0,12.0,0,0,False,sin_datos
qc00109048,12.0,12.0,0,0,False,sin_datos
